Title, Price, Image 
Infinix S5 Pro Forest Green 4gb ..., 62,499, https://www-konga-com-res.cloudinary.com/image/upload/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/L/C/118566_1590836431.jpg
Elepaq 4.5kva Manual Start Gener..., 77,799, https://www-konga-com-res.cloudinary.com/image/upload/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/N/T/126611_1607455181.jpg
Sony PlayStation 5 Digital Editi..., 470,000, https://www-konga-com-res.cloudinary.com/image/upload/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/K/E/63606_1604765917.jpg
Seagate External Hard Drive Back..., 7,500, https://www-konga-com-res.cloudinary.com/image/upload/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/D/M/130653_1607183655.jpg
Disposable Face Mask (pack Of 50..., 1,200, https://www-konga-com-res.cloudinary.com/image/upload/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/O/P/118566_1601369642.jpg
Skyworth 40" Fhd Led Tv, 68,999, https://www-konga-com-res.cloudinary.com/image/upload/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/C/Q/118566_1601650708.jpg
